actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5
4.919541835784912 -1.4691065114787598 -1.8571815490722656 2.3848911958881835 -1.596325699483053 3.3390018939971924 -0.05860359330102839 -0.7218889874880452 0.544497657520177 -0.018622948951288232 2.8449586194725027 -0.8971687912602567
4.919517993927002 -1.469048337345459 -1.8572052717208862 2.3849150377460937 -1.596365753804342 3.3390183448791504 -0.05861991346983175 -0.7218635339811997 0.5445232947485484 -0.018584953528732042 2.8448920657072363 -0.8972271917731095
4.919488430023193 -1.4690979284099122 -1.8571983575820923 2.3849403101154785 -1.596328083668844 3.338977813720703 -0.058637073320148225 -0.7218850825622716 0.5445011384691177 -0.01858259974304927 2.844951288944877 -0.8972379621176522
4.919485092163086 -1.4691551488688965 -1.857151985168457 2.384938879604004 -1.596365753804342 3.3389689922332764 -0.05862262837066417 -0.7219150774673327 0.5444955411085295 -0.018607409882183065 2.844931305613165 -0.8972036815318756
4.919492721557617 -1.4690817159465333 -1.8571770191192627 2.3849031168171386 -1.5963457266436976 3.3390018939971924 -0.058635819663916344 -0.7218794498256641 0.5445201379227746 -0.01856310681412166 2.8449295501216625 -0.8972232455434678
4.919467926025391 -1.469090299015381 -1.8571679592132568 2.384898825282715 -1.59633714357485 3.339047908782959 -0.0586637570972746 -0.7218834221958755 0.5445190537043791 -0.018458399834317518 2.8449341765980165 -0.8972184982767989
4.919480800628662 -1.4690655034831543 -1.8571770191192627 2.3848773676105957 -1.5963495413409632 3.338994264602661 -0.05864393049332971 -0.7218692901678513 0.5445264988797419 -0.018558981577204415 2.844937257709863 -0.8972121820214026
4.919459342956543 -1.4690936219743271 -1.857151985168457 2.3849150377460937 -1.596365753804342 3.339022636413574 -0.058657004283501804 -0.7218890688328665 0.5445320360132058 -0.018495708411623683 2.8449013920390582 -0.8972487061065438
4.919471740722656 -1.4690860149315377 -1.8571654558181763 2.384878321284912 -1.59629995027651 3.338965892791748 -0.05865394344090078 -0.7218799734239822 0.5445232394095828 -0.0185636093480475 2.844991863834652 -0.8972354266639591
4.919459342956543 -1.4690731105259438 -1.857184886932373 2.384866400355957 -1.5963881651507776 3.3390183448791504 -0.05865556116475647 -0.7218665982891794 0.5445114693194586 -0.018511441663515912 2.8449220335440315 -0.8971554126056652
4.919459342956543 -1.4690525618246575 -1.8571983575820923 2.3848373132893066 -1.59633714357485 3.338982105255127 -0.058662919246273176 -0.7218530487380777 0.5445121839427933 -0.018539653619415192 2.8449859496499164 -0.8971602678099834
4.919488430023193 -1.469109834437706 -1.8571770191192627 2.3849031168171386 -1.5963881651507776 3.3390390872955322 -0.05863457232864487 -0.7218884968797944 0.5444984798355369 -0.018522810549630377 2.8449046230149935 -0.8971562120669428
4.919459342956543 -1.469114140873291 -1.85715651512146 2.3848911958881835 -1.596370045338766 3.338982105255127 -0.05864735594102281 -0.7218914482814005 0.5445107910604168 -0.018554637271255843 2.8449381395567475 -0.8971886811487393
4.919443607330322 -1.4691065114787598 -1.8572187423706055 2.3848253923603515 -1.5963323752032679 3.3390018939971924 -0.058676608340621016 -0.7218651680496162 0.544456511633917 -0.018485098313480136 2.8450428391373994 -0.8970460980466094
4.919472694396973 -1.469142274265625 -1.857151985168457 2.3848578172871093 -1.596309010182516 3.339035749435425 -0.058660661970885916 -0.7219010858052044 0.5444880887393111 -0.01846848229379769 2.8450065784391554 -0.8971314404594103
4.919406414031982 -1.4690936219743271 -1.8571442365646362 2.3849150377460937 -1.5963099638568323 3.3390347957611084 -0.05870983750732543 -0.721889478153475 0.5445389097698055 -0.018377827826494178 2.8449528462186002 -0.8972970830741211
4.919471740722656 -1.4690817159465333 -1.8571654558181763 2.3848697382160644 -1.596374813710348 3.3390510082244873 -0.05865436056847646 -0.7218762598309532 0.5445202136075619 -0.018476709722198767 2.8449128692574033 -0.8971726698433528
4.919431686401367 -1.469102219944336 -1.857161045074463 2.3849150377460937 -1.596370045338766 3.338982105255127 -0.05866781913419945 -0.7218877327499131 0.544520296532803 -0.01851568234759966 2.8449260329427797 -0.8972362001662358
4.919431686401367 -1.4690936368754883 -1.8571442365646362 2.3848740297504882 -1.5963133017169397 3.3389899730682373 -0.05868305189069482 -0.7218847769678418 0.5445321272679151 -0.018478810254093793 2.8449798118936407 -0.897243924106855
4.919520854949951 -1.4690936592272301 -1.8571475744247437 2.384927197093628 -1.5963504950152796 3.3390390872955322 -0.058618754693551 -0.7218960082876658 0.5445376120996943 -0.018552879463982583 2.844883419917412 -0.8972636772729599
4.919471740722656 -1.469150924389698 -1.8571759462356567 2.38491074621167 -1.5963624159442347 3.3390390872955322 -0.05864913683247709 -0.7219041314555066 0.5444728798650115 -0.01848642300686434 2.844950160833839 -0.8971298266390204
4.919459342956543 -1.469114140873291 -1.8571771383285522 2.38493196546521 -1.596325699483053 3.3389854431152344 -0.05865804208873368 -0.7218932681860182 0.5445041385702636 -0.018529378383141445 2.8449610313102838 -0.8972389765170782
4.919422626495361 -1.4690979284099122 -1.857184886932373 2.3849407869526367 -1.5963342825519007 3.3389527797698975 -0.05867752790028556 -0.7218840608298874 0.5445120048887712 -0.018527915656226822 2.844960901001217 -0.8972713796125419
4.919480800628662 -1.469146506195404 -1.8571759462356567 2.384873791331909 -1.5963299910174769 3.3390390872955322 -0.05865122044594277 -0.7218989487675802 0.5444695293099937 -0.01848429679656889 2.844994270362636 -0.8971015719662612
4.919463634490967 -1.4691465508988877 -1.8571157455444336 2.3849033552357177 -1.59633714357485 3.338977813720703 -0.058646039894380296 -0.7219155243459172 0.5445224344628449 -0.018552072275234678 2.8449520768420262 -0.8972339048573068
4.9194135665893555 -1.469074086552002 -1.8571397066116333 2.3848811823078613 -1.5963323752032679 3.3389527797698975 -0.058685508275628066 -0.7218778589500101 0.5445511498119081 -0.018515381746355742 2.8449586740626303 -0.8972866509697246
4.919431686401367 -1.4691064965775986 -1.8571158647537231 2.384894533748291 -1.5963414351092737 3.3389732837677 -0.0586704511161706 -0.7218979981869622 0.5445484638706397 -0.018515971451097304 2.844938632393036 -0.8972806078897999
4.919443607330322 -1.4691174787333985 -1.8572142124176025 2.384923143977783 -1.5963323752032679 3.338994264602661 -0.05867151301769466 -0.7218833468628509 0.5444716295080714 -0.01849649695377218 2.844988232508556 -0.8971706037864551
4.91945219039917 -1.4690979284099122 -1.8571138381958008 2.384923143977783 -1.5963299910174769 3.3389732837677 -0.058658027475940774 -0.7219008333685369 0.5445618131601787 -0.018540312922878693 2.8449182587963953 -0.8973354372326312
4.919517993927002 -1.469130390589573 -1.8571655750274658 2.384890003795288 -1.5963390509234827 3.339003086090088 -0.05861545711139294 -0.7218994181134835 0.5444925651186704 -0.018593297368263404 2.8449593796397585 -0.8971538978664916
