actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5
4.919897556304932 -1.470939965253212 -1.8523684740066528 2.3782097536274414 -1.598597828541891 3.3405895233154297 -0.05793772887161463 -0.7227646479816804 0.5454590663669046 -0.017925222169076178 2.8449023851317135 -0.8905707165680862
4.91993522644043 -1.4709604916027565 -1.8523545265197754 2.3781606394001464 -1.598553482686178 3.340601682662964 -0.05792197704489499 -0.7227721432107375 0.5454465019160444 -0.017940651696446916 2.844960110611908 -0.8905096020622826
4.919926643371582 -1.4709226203015824 -1.8523774147033691 2.3781682687946777 -1.5986302534686487 3.3405773639678955 -0.057909811605100246 -0.7227513030039912 0.545455856995265 -0.01799846391566524 2.844891716832272 -0.8905054151056276
4.919865608215332 -1.470980705027916 -1.8523995876312256 2.378152056331299 -1.5986140410052698 3.3405685424804688 -0.05795307282969135 -0.7227613021032947 0.5453962040986514 -0.017914736709617633 2.8449827273234436 -0.8903982997015965
4.919907569885254 -1.4709850338152428 -1.8523366451263428 2.3781725603291015 -1.598593537007467 3.3405895233154297 -0.0579274444372522 -0.7227839672561194 0.5454446648345155 -0.01793683619548569 2.84493440829256 -0.8905031468641148
4.919885635375977 -1.4709117797068139 -1.8523615598678589 2.3782009321400146 -1.598597828541891 3.3405818939208984 -0.05794682175318705 -0.7227542614989633 0.545482402613766 -0.017919963316034355 2.844890974480214 -0.8906098717156979
4.919787406921387 -1.4709032115391274 -1.8523659706115723 2.378152056331299 -1.598602596913473 3.3405985832214355 -0.0580221792410788 -0.7227378417388881 0.5454748939077667 -0.017758465435280306 2.8449361181060433 -0.8905632616029494
4.919878005981445 -1.4709969025901337 -1.852403163909912 2.378246470088623 -1.5985429922686976 3.3405940532684326 -0.05796171745021195 -0.7227820897686807 0.5454015958382954 -0.017864031079455465 2.8449852816306906 -0.8905294181286357
4.919885635375977 -1.470943236058094 -1.8522934913635254 2.3781606394001464 -1.5985859076129358 3.3405849933624268 -0.05794535821645823 -0.7227766454440411 0.5455043652734131 -0.017910709046614317 2.84490201553074 -0.8906105567614252
4.919882297515869 -1.470939965253212 -1.8523942232131958 2.378152056331299 -1.5986021200763147 3.3406314849853516 -0.057958900901232444 -0.7227500918473783 0.5454270037766744 -0.01784456604117086 2.844944250879108 -0.890450829564218
4.919869899749756 -1.4709194165519257 -1.8523774147033691 2.3781518179127197 -1.5986021200763147 3.3406314849853516 -0.057968542687834974 -0.7227460358264901 0.5454539567164731 -0.017827901201141496 2.8449244248058054 -0.8905031555511003
4.919895648956299 -1.4709681060961266 -1.8523545265197754 2.3781935411640625 -1.5986021200763147 3.340585231781006 -0.057934899854224904 -0.7227755348070997 0.545446914496568 -0.01793007396301464 2.8449192229703026 -0.8905287428919991
4.9198689460754395 -1.4709108260324975 -1.8523545265197754 2.3781725603291015 -1.598593537007467 3.3405447006225586 -0.05795296830032846 -0.7227504401948145 0.5454840734868504 -0.01794721354081552 2.844920330521988 -0.8905953830915421
4.919865608215332 -1.470951886182167 -1.8523818254470825 2.3781563478657226 -1.5985515753375452 3.3406689167022705 -0.05798815061375302 -0.7227587596839214 0.5454290480160231 -0.01774459950715339 2.8449777396686997 -0.8904802072587232
4.919815540313721 -1.4709605288556595 -1.8523545265197754 2.3781606394001464 -1.5986231009112757 3.3405728340148926 -0.057987034984024466 -0.7227629717839829 0.5454456336309056 -0.017843350328002945 2.844941526706261 -0.890501730074828
4.919894218444824 -1.470923737888672 -1.8523703813552856 2.3781768518635253 -1.5986393133746546 3.3405849933624268 -0.05793203500442088 -0.7227525227999001 0.545461621767407 -0.017945878980816725 2.844881957177585 -0.8905249875801079
4.919865608215332 -1.4708988604000588 -1.8523774147033691 2.3782262045093994 -1.598593537007467 3.3405864238739014 -0.05796427395738342 -0.7227483176358991 0.5454842849358937 -0.017883250885461492 2.84488482875478 -0.8906453384563982
4.919861316680908 -1.470947579746582 -1.8523774147033691 2.378180428142212 -1.5985892454730433 3.340622663497925 -0.057973063501016525 -0.7227597433071189 0.5454405229957053 -0.01782194768718397 2.8449391235765575 -0.8905141961758808
4.9198079109191895 -1.4709475871971627 -1.852386236190796 2.3781606394001464 -1.598581616078512 3.340606212615967 -0.05801111065072267 -0.7227518467184633 0.5454306699468958 -0.017765615349471436 2.8449808695648438 -0.8904936309363578
4.9198455810546875 -1.4709313449314614 -1.8524290323257446 2.3781890112110595 -1.598593537007467 3.3406152725219727 -0.05798563262567835 -0.7227416422041917 0.5454145595159412 -0.01781123414822719 2.844958194923917 -0.8904805160939071
4.919861316680908 -1.470898912554123 -1.8523907661437988 2.3781966406055908 -1.5985949675189417 3.3405940532684326 -0.057970012365718464 -0.7227409021639466 0.5454681322409756 -0.017866333461323207 2.844909477620497 -0.8905860912636351
4.919886589050293 -1.470939965253212 -1.8523942232131958 2.3782009321400146 -1.5985735098468226 3.3405611515045166 -0.05794710410415429 -0.7227569705669001 0.5454393141284919 -0.017938238232790855 2.8449533295662923 -0.8905450781137649
4.919981479644775 -1.4709237304380913 -1.8523659706115723 2.3781563478657226 -1.598560635243551 3.3405356407165527 -0.05787733543644184 -0.7227574007022818 0.5454643630666701 -0.01810427679813694 2.844945171511026 -0.8905379334727075
4.919861316680908 -1.470938802962639 -1.8523366451263428 2.378163977260254 -1.598564926777975 3.3405895233154297 -0.0579710252833975 -0.7227644038419072 0.5454758380194122 -0.017859194181796486 2.844946314731016 -0.8905782024303506
4.919881343841553 -1.4708946359208603 -1.8523499965667725 2.3781682687946777 -1.598621670399801 3.3405685424804688 -0.057943440338907526 -0.7227453915894143 0.545496523218262 -0.017944169548885 2.844878213199663 -0.8905951808455292
4.919865608215332 -1.4708989051035424 -1.8524155616760254 2.3781890112110595 -1.598560635243551 3.3405940532684326 -0.057976145892653125 -0.7227351075266316 0.545448738336203 -0.017856104971997962 2.844956413873373 -0.890560056351218
4.919882297515869 -1.4709399727037926 -1.852386236190796 2.378147526378296 -1.598581616078512 3.3405611515045166 -0.05794936435306727 -0.7227511190927887 0.5454347532562365 -0.017935559113937027 2.844975799794708 -0.8904803843729671
4.919910430908203 -1.470919431453087 -1.8523908853530884 2.3781725603291015 -1.598593537007467 3.3406314849853516 -0.05794133401648767 -0.7227482326746505 0.5454480069699615 -0.017881424955204957 2.8449164745447626 -0.8905095293403199
4.919894218444824 -1.470935658817627 -1.8523411750793457 2.3781563478657226 -1.598553482686178 3.3405730724334717 -0.05794725291141243 -0.722763180771925 0.5454738823571349 -0.017924059580539897 2.8449566270781337 -0.8905689331758351
4.919915199279785 -1.470951886182167 -1.8523730039596558 2.37820212423291 -1.5985730330096644 3.3405940532684326 -0.057931022212538735 -0.7227685288810562 0.5454463373461176 -0.01793206990522681 2.8449318092754647 -0.8905472237603786
4.919878005981445 -1.4710216981223603 -1.8523818254470825 2.378131313914917 -1.5985601584063929 3.3405895233154297 -0.05795701878119661 -0.7227797888990319 0.545377788087594 -0.017877187800283443 2.845045502186642 -0.8903613876795351
4.919837474822998 -1.4709182691625138 -1.8523684740066528 2.3781606394001464 -1.5985692183123987 3.3405985832214355 -0.05799232278742684 -0.7227476054904867 0.5454650182901484 -0.01781404603256134 2.8449559005686753 -0.8905591718299637
4.919861316680908 -1.4709595006755372 -1.8523075580596924 2.3781847196766357 -1.598630730305807 3.3405940532684326 -0.057953456377968976 -0.7227798397501364 0.5454857407841356 -0.017883093061806812 2.8448736393428913 -0.890581255712449
